heuristica ;n    ;m  ;replicacao ;tempo ;iteracoes ;valor ;parametro
Iterada    ;  89 ;20 ;         9 ;   97 ;    12851 ;  250 ;      0.5
Iterada    ; 400 ;20 ;         0 ;  458 ;    24295 ; 1058 ;      0.5
Iterada    ; 400 ;20 ;         1 ;  468 ;    23584 ; 1027 ;      0.5
Iterada    ; 400 ;20 ;         2 ;  445 ;    23583 ; 1028 ;      0.5
Iterada    ; 400 ;20 ;         3 ;  444 ;    23889 ; 1042 ;      0.5
Iterada    ; 400 ;20 ;         4 ;  444 ;    23518 ; 1000 ;      0.5
Iterada    ; 400 ;20 ;         5 ;  445 ;    24066 ; 1063 ;      0.5
Iterada    ; 400 ;20 ;         6 ;  451 ;    23594 ; 1009 ;      0.5
Iterada    ; 400 ;20 ;         7 ;  441 ;    23494 ; 1004 ;      0.5
Iterada    ; 400 ;20 ;         8 ;  448 ;    23338 ;  985 ;      0.5
Iterada    ; 400 ;20 ;         9 ;  442 ;    23830 ; 1030 ;      0.5
Iterada    ; 353 ;50 ;         0 ;  702 ;    36202 ;  359 ;      0.5
Iterada    ; 353 ;50 ;         1 ;  708 ;    36309 ;  365 ;      0.5
Iterada    ; 353 ;50 ;         2 ;  700 ;    36084 ;  368 ;      0.5
Iterada    ; 353 ;50 ;         3 ;  699 ;    36132 ;  356 ;      0.5
Iterada    ; 353 ;50 ;         4 ;  700 ;    36027 ;  360 ;      0.5
Iterada    ; 353 ;50 ;         5 ;  721 ;    36427 ;  363 ;      0.5
Iterada    ; 353 ;50 ;         6 ;  746 ;    36277 ;  372 ;      0.5
Iterada    ; 353 ;50 ;         7 ;  734 ;    35697 ;  345 ;      0.5
Iterada    ; 353 ;50 ;         8 ;  721 ;    35533 ;  347 ;      0.5
Iterada    ; 353 ;50 ;         9 ;  718 ;    35905 ;  361 ;      0.5
Iterada    ;2500 ;50 ;         0 ; 7164 ;    90237 ; 2544 ;      0.5
Iterada    ;2500 ;50 ;         1 ; 7088 ;    89290 ; 2515 ;      0.5
Iterada    ;2500 ;50 ;         2 ; 6932 ;    88813 ; 2510 ;      0.5
Iterada    ;2500 ;50 ;         3 ; 6914 ;    89465 ; 2502 ;      0.5
Iterada    ;2500 ;50 ;         4 ; 6870 ;    89248 ; 2470 ;      0.5
Iterada    ;2500 ;50 ;         5 ; 6940 ;    90029 ; 2512 ;      0.5
Iterada    ;2500 ;50 ;         6 ; 6919 ;    89259 ; 2508 ;      0.5
Iterada    ;2500 ;50 ;         7 ; 6886 ;    88767 ; 2468 ;      0.5
Iterada    ;2500 ;50 ;         8 ; 6875 ;    89139 ; 2513 ;      0.5
Iterada    ;2500 ;50 ;         9 ; 6902 ;    88888 ; 2520 ;      0.5
Iterada    ;  31 ;10 ;         0 ;   39 ;     9323 ;  162 ;      0.6
Iterada    ;  31 ;10 ;         1 ;   52 ;    12501 ;  164 ;      0.6
Iterada    ;  31 ;10 ;         2 ;   48 ;    11507 ;  172 ;      0.6
Iterada    ;  31 ;10 ;         3 ;   34 ;     8363 ;  161 ;      0.6
Iterada    ;  31 ;10 ;         4 ;   49 ;    11659 ;  171 ;      0.6
Iterada    ;  31 ;10 ;         5 ;   32 ;     7473 ;  154 ;      0.6
Iterada    ;  31 ;10 ;         6 ;   49 ;    11461 ;  185 ;      0.6
Iterada    ;  31 ;10 ;         7 ;   29 ;     6800 ;  141 ;      0.6
Iterada    ;  31 ;10 ;         8 ;   25 ;     5818 ;  153 ;      0.6
Iterada    ;  31 ;10 ;         9 ;   28 ;     7037 ;  187 ;      0.6
Iterada    ; 100 ;10 ;         0 ;   80 ;     9889 ;  519 ;      0.6
Iterada    ; 100 ;10 ;         1 ;  221 ;    26614 ;  490 ;      0.6
Iterada    ; 100 ;10 ;         2 ;  148 ;    18305 ;  575 ;      0.6
Iterada    ; 100 ;10 ;         3 ;   86 ;    10377 ;  519 ;      0.6
Iterada    ; 100 ;10 ;         4 ;   78 ;     9797 ;  520 ;      0.6
Iterada    ; 100 ;10 ;         5 ;  214 ;    26040 ;  497 ;      0.6
Iterada    ; 100 ;10 ;         6 ;  118 ;    14078 ;  510 ;      0.6
Iterada    ; 100 ;10 ;         7 ;   82 ;    10262 ;  562 ;      0.6
Iterada    ; 100 ;10 ;         8 ;   78 ;     9551 ;  486 ;      0.6
Iterada    ; 100 ;10 ;         9 ;   88 ;    10931 ;  459 ;      0.6
Iterada    ;  89 ;20 ;         0 ;  107 ;    13327 ;  235 ;      0.6
Iterada    ;  89 ;20 ;         1 ;  109 ;    13435 ;  223 ;      0.6
Iterada    ;  89 ;20 ;         2 ;  106 ;    13568 ;  231 ;      0.6
Iterada    ;  89 ;20 ;         3 ;  110 ;    14006 ;  244 ;      0.6
Iterada    ;  89 ;20 ;         4 ;  109 ;    14262 ;  245 ;      0.6
Iterada    ;  89 ;20 ;         5 ;  110 ;    14516 ;  266 ;      0.6
Iterada    ;  89 ;20 ;         6 ;  105 ;    13330 ;  217 ;      0.6
Iterada    ;  89 ;20 ;         7 ;  102 ;    12848 ;  209 ;      0.6
Iterada    ;  89 ;20 ;         8 ;  112 ;    14573 ;  247 ;      0.6
Iterada    ;  89 ;20 ;         9 ;  107 ;    13703 ;  244 ;      0.6
Iterada    ; 400 ;20 ;         0 ;  510 ;    26262 ; 1052 ;      0.6
Iterada    ; 400 ;20 ;         1 ;  492 ;    25032 ; 1001 ;      0.6
Iterada    ; 400 ;20 ;         2 ;  513 ;    26182 ; 1031 ;      0.6
Iterada    ; 400 ;20 ;         3 ;  504 ;    26374 ; 1051 ;      0.6
Iterada    ; 400 ;20 ;         4 ;  504 ;    25742 ; 1012 ;      0.6
Iterada    ; 400 ;20 ;         5 ;  502 ;    25801 ; 1010 ;      0.6
Iterada    ; 400 ;20 ;         6 ;  499 ;    25462 ; 1009 ;      0.6
Iterada    ; 400 ;20 ;         7 ;  494 ;    25459 ;  993 ;      0.6
Iterada    ; 400 ;20 ;         8 ;  495 ;    25486 ; 1004 ;      0.6
Iterada    ; 400 ;20 ;         9 ;  510 ;    26245 ; 1074 ;      0.6
Iterada    ; 353 ;50 ;         0 ;  791 ;    40218 ;  367 ;      0.6
Iterada    ; 353 ;50 ;         1 ;  774 ;    39114 ;  349 ;      0.6
Iterada    ; 353 ;50 ;         2 ;  782 ;    39973 ;  353 ;      0.6
Iterada    ; 353 ;50 ;         3 ;  773 ;    39426 ;  359 ;      0.6
Iterada    ; 353 ;50 ;         4 ;  776 ;    39383 ;  359 ;      0.6
Iterada    ; 353 ;50 ;         5 ;  794 ;    40653 ;  376 ;      0.6
Iterada    ; 353 ;50 ;         6 ;  785 ;    40067 ;  372 ;      0.6
Iterada    ; 353 ;50 ;         7 ;  781 ;    39733 ;  364 ;      0.6
Iterada    ; 353 ;50 ;         8 ;  768 ;    39330 ;  357 ;      0.6
Iterada    ; 353 ;50 ;         9 ;  775 ;    39018 ;  351 ;      0.6
Iterada    ;2500 ;50 ;         0 ; 7701 ;    97563 ; 2501 ;      0.6
Iterada    ;2500 ;50 ;         1 ; 7701 ;    97012 ; 2483 ;      0.6
Iterada    ;2500 ;50 ;         2 ; 7820 ;    98391 ; 2549 ;      0.6
Iterada    ;2500 ;50 ;         3 ; 7747 ;    98438 ; 2559 ;      0.6
Iterada    ;2500 ;50 ;         4 ; 7697 ;    97681 ; 2532 ;      0.6
Iterada    ;2500 ;50 ;         5 ; 7711 ;    97273 ; 2519 ;      0.6
Iterada    ;2500 ;50 ;         6 ; 7793 ;    97435 ; 2520 ;      0.6
Iterada    ;2500 ;50 ;         7 ; 7807 ;    98404 ; 2512 ;      0.6
Iterada    ;2500 ;50 ;         8 ; 7763 ;    98852 ; 2500 ;      0.6
Iterada    ;2500 ;50 ;         9 ; 7749 ;    97951 ; 2493 ;      0.6
Iterada    ;  31 ;10 ;         0 ;   60 ;    13238 ;  158 ;      0.7
Iterada    ;  31 ;10 ;         1 ;   28 ;     6227 ;  146 ;      0.7
Iterada    ;  31 ;10 ;         2 ;   30 ;     6997 ;  168 ;      0.7
Iterada    ;  31 ;10 ;         3 ;   54 ;    11598 ;  156 ;      0.7
Iterada    ;  31 ;10 ;         4 ;   39 ;     8697 ;  191 ;      0.7
Iterada    ;  31 ;10 ;         5 ;   59 ;    12998 ;  173 ;      0.7
Iterada    ;  31 ;10 ;         6 ;   51 ;    11624 ;  178 ;      0.7
Iterada    ;  31 ;10 ;         7 ;   62 ;    14228 ;  143 ;      0.7
Iterada    ;  31 ;10 ;         8 ;   47 ;    10771 ;  174 ;      0.7
Iterada    ;  31 ;10 ;         9 ;   36 ;     8672 ;  167 ;      0.7
Iterada    ; 100 ;10 ;         0 ;   86 ;    10044 ;  466 ;      0.7
Iterada    ; 100 ;10 ;         1 ;   86 ;    10404 ;  467 ;      0.7
Iterada    ; 100 ;10 ;         2 ;  124 ;    14348 ;  485 ;      0.7
Iterada    ; 100 ;10 ;         3 ;   86 ;    10205 ;  475 ;      0.7
Iterada    ; 100 ;10 ;         4 ;  143 ;    16379 ;  485 ;      0.7
Iterada    ; 100 ;10 ;         5 ;  130 ;    15173 ;  481 ;      0.7
Iterada    ; 100 ;10 ;         6 ;   88 ;    10403 ;  503 ;      0.7
Iterada    ; 100 ;10 ;         7 ;   86 ;    10059 ;  476 ;      0.7
Iterada    ; 100 ;10 ;         8 ;  120 ;    13954 ;  477 ;      0.7
Iterada    ; 100 ;10 ;         9 ;   96 ;    10910 ;  473 ;      0.7
Iterada    ;  89 ;20 ;         0 ;  113 ;    13845 ;  216 ;      0.7
Iterada    ;  89 ;20 ;         1 ;  118 ;    14447 ;  237 ;      0.7
Iterada    ;  89 ;20 ;         2 ;  122 ;    15481 ;  255 ;      0.7
Iterada    ;  89 ;20 ;         3 ;  121 ;    14815 ;  229 ;      0.7
Iterada    ;  89 ;20 ;         4 ;  120 ;    15113 ;  237 ;      0.7
Iterada    ;  89 ;20 ;         5 ;  113 ;    13873 ;  214 ;      0.7
Iterada    ;  89 ;20 ;         6 ;  112 ;    13916 ;  212 ;      0.7
Iterada    ;  89 ;20 ;         7 ;  118 ;    14782 ;  240 ;      0.7
Iterada    ;  89 ;20 ;         8 ;  120 ;    15031 ;  236 ;      0.7
Iterada    ;  89 ;20 ;         9 ;  118 ;    14998 ;  248 ;      0.7
Iterada    ; 400 ;20 ;         0 ;  566 ;    28347 ; 1056 ;      0.7
Iterada    ; 400 ;20 ;         1 ;  548 ;    26820 ;  978 ;      0.7
Iterada    ; 400 ;20 ;         2 ;  556 ;    27480 ;  985 ;      0.7
Iterada    ; 400 ;20 ;         3 ;  549 ;    27445 ;  996 ;      0.7
Iterada    ; 400 ;20 ;         4 ;  559 ;    28045 ; 1031 ;      0.7
Iterada    ; 400 ;20 ;         5 ;  564 ;    28006 ; 1038 ;      0.7
Iterada    ; 400 ;20 ;         6 ;  552 ;    27657 ; 1013 ;      0.7
Iterada    ; 400 ;20 ;         7 ;  558 ;    27590 ; 1018 ;      0.7
Iterada    ; 400 ;20 ;         8 ;  568 ;    28672 ; 1045 ;      0.7
Iterada    ; 400 ;20 ;         9 ;  562 ;    27746 ;  990 ;      0.7
Iterada    ; 353 ;50 ;         0 ;  866 ;    43113 ;  356 ;      0.7
Iterada    ; 353 ;50 ;         1 ;  872 ;    43680 ;  377 ;      0.7
Iterada    ; 353 ;50 ;         2 ;  873 ;    43941 ;  372 ;      0.7
Iterada    ; 353 ;50 ;         3 ;  868 ;    42897 ;  359 ;      0.7
Iterada    ; 353 ;50 ;         4 ;  876 ;    43711 ;  375 ;      0.7
Iterada    ; 353 ;50 ;         5 ;  859 ;    42711 ;  363 ;      0.7
Iterada    ; 353 ;50 ;         6 ;  871 ;    43353 ;  372 ;      0.7
Iterada    ; 353 ;50 ;         7 ;  880 ;    43960 ;  392 ;      0.7
Iterada    ; 353 ;50 ;         8 ;  901 ;    44009 ;  377 ;      0.7
Iterada    ; 353 ;50 ;         9 ;  862 ;    42695 ;  362 ;      0.7
Iterada    ;2500 ;50 ;         0 ; 8539 ;   105826 ; 2508 ;      0.7
Iterada    ;2500 ;50 ;         1 ; 8566 ;   106439 ; 2532 ;      0.7
Iterada    ;2500 ;50 ;         2 ; 8669 ;   105558 ; 2510 ;      0.7
Iterada    ;2500 ;50 ;         3 ; 8657 ;   106159 ; 2520 ;      0.7
Iterada    ;2500 ;50 ;         4 ; 8454 ;   104136 ; 2456 ;      0.7
Iterada    ;2500 ;50 ;         5 ; 8527 ;   106307 ; 2512 ;      0.7
Iterada    ;2500 ;50 ;         6 ; 8637 ;   106800 ; 2545 ;      0.7
Iterada    ;2500 ;50 ;         7 ; 8705 ;   105871 ; 2519 ;      0.7
Iterada    ;2500 ;50 ;         8 ; 8555 ;   105518 ; 2502 ;      0.7
Iterada    ;2500 ;50 ;         9 ; 8613 ;   106285 ; 2553 ;      0.7
Iterada    ;  31 ;10 ;         0 ;   49 ;    10895 ;  148 ;      0.8
Iterada    ;  31 ;10 ;         1 ;   87 ;    19838 ;  162 ;      0.8
Iterada    ;  31 ;10 ;         2 ;   69 ;    16130 ;  183 ;      0.8
Iterada    ;  31 ;10 ;         3 ;   29 ;     6454 ;  139 ;      0.8
Iterada    ;  31 ;10 ;         4 ;   31 ;     6624 ;  134 ;      0.8
Iterada    ;  31 ;10 ;         5 ;   47 ;    10972 ;  185 ;      0.8
Iterada    ;  31 ;10 ;         6 ;   74 ;    16809 ;  164 ;      0.8
Iterada    ;  31 ;10 ;         7 ;   75 ;    16658 ;  184 ;      0.8
Iterada    ;  31 ;10 ;         8 ;   47 ;    10338 ;  131 ;      0.8
Iterada    ;  31 ;10 ;         9 ;   34 ;     7973 ;  186 ;      0.8
Iterada    ; 100 ;10 ;         0 ;   96 ;    11220 ;  504 ;      0.8
Iterada    ; 100 ;10 ;         1 ;   98 ;    11315 ;  526 ;      0.8
Iterada    ; 100 ;10 ;         2 ;   95 ;    10871 ;  494 ;      0.8
Iterada    ; 100 ;10 ;         3 ;   97 ;    11341 ;  532 ;      0.8
Iterada    ; 100 ;10 ;         4 ;  124 ;    14437 ;  523 ;      0.8
Iterada    ; 100 ;10 ;         5 ;   95 ;    10889 ;  500 ;      0.8
Iterada    ; 100 ;10 ;         6 ;   99 ;    11012 ;  503 ;      0.8
Iterada    ; 100 ;10 ;         7 ;  131 ;    14807 ;  496 ;      0.8
Iterada    ; 100 ;10 ;         8 ;  103 ;    11581 ;  546 ;      0.8
Iterada    ; 100 ;10 ;         9 ;   99 ;    11110 ;  516 ;      0.8
Iterada    ;  89 ;20 ;         0 ;  129 ;    15408 ;  227 ;      0.8
Iterada    ;  89 ;20 ;         1 ;  133 ;    15517 ;  229 ;      0.8
Iterada    ;  89 ;20 ;         2 ;  131 ;    15590 ;  236 ;      0.8
Iterada    ;  89 ;20 ;         3 ;  133 ;    15678 ;  226 ;      0.8
Iterada    ;  89 ;20 ;         4 ;  132 ;    15745 ;  235 ;      0.8
Iterada    ;  89 ;20 ;         5 ;  136 ;    15895 ;  233 ;      0.8
Iterada    ;  89 ;20 ;         6 ;  130 ;    15254 ;  231 ;      0.8
Iterada    ;  89 ;20 ;         7 ;  135 ;    16805 ;  265 ;      0.8
Iterada    ;  89 ;20 ;         8 ;  129 ;    15416 ;  228 ;      0.8
Iterada    ;  89 ;20 ;         9 ;  134 ;    16287 ;  235 ;      0.8
Iterada    ; 400 ;20 ;         0 ;  652 ;    29919 ; 1018 ;      0.8
Iterada    ; 400 ;20 ;         1 ;  623 ;    29651 ;  993 ;      0.8
Iterada    ; 400 ;20 ;         2 ;  643 ;    29776 ; 1012 ;      0.8
Iterada    ; 400 ;20 ;         3 ;  644 ;    29718 ; 1018 ;      0.8
Iterada    ; 400 ;20 ;         4 ;  720 ;    29388 ; 1023 ;      0.8
Iterada    ; 400 ;20 ;         5 ;  717 ;    29687 ; 1025 ;      0.8
Iterada    ; 400 ;20 ;         6 ;  729 ;    30350 ; 1050 ;      0.8
Iterada    ; 400 ;20 ;         7 ;  719 ;    29868 ; 1025 ;      0.8
Iterada    ; 400 ;20 ;         8 ;  675 ;    29909 ; 1047 ;      0.8
Iterada    ; 400 ;20 ;         9 ;  623 ;    29657 ; 1023 ;      0.8
Iterada    ; 353 ;50 ;         0 ;  962 ;    46301 ;  367 ;      0.8
Iterada    ; 353 ;50 ;         1 ;  937 ;    45623 ;  354 ;      0.8
Iterada    ; 353 ;50 ;         2 ;  948 ;    46409 ;  373 ;      0.8
Iterada    ; 353 ;50 ;         3 ;  938 ;    45656 ;  363 ;      0.8
Iterada    ; 353 ;50 ;         4 ;  953 ;    46576 ;  374 ;      0.8
Iterada    ; 353 ;50 ;         5 ;  948 ;    46475 ;  370 ;      0.8
Iterada    ; 353 ;50 ;         6 ;  939 ;    46164 ;  365 ;      0.8
Iterada    ; 353 ;50 ;         7 ;  954 ;    46430 ;  367 ;      0.8
Iterada    ; 353 ;50 ;         8 ;  941 ;    46133 ;  359 ;      0.8
Iterada    ; 353 ;50 ;         9 ;  939 ;    45248 ;  354 ;      0.8
Iterada    ;2500 ;50 ;         0 ; 9249 ;   112036 ; 2473 ;      0.8
Iterada    ;2500 ;50 ;         1 ; 9151 ;   111438 ; 2457 ;      0.8
Iterada    ;2500 ;50 ;         2 ; 9197 ;   111953 ; 2476 ;      0.8
Iterada    ;2500 ;50 ;         3 ; 9243 ;   112770 ; 2516 ;      0.8
Iterada    ;2500 ;50 ;         4 ; 9187 ;   112055 ; 2488 ;      0.8
Iterada    ;2500 ;50 ;         5 ; 9304 ;   113953 ; 2540 ;      0.8
Iterada    ;2500 ;50 ;         6 ; 9280 ;   112930 ; 2500 ;      0.8
Iterada    ;2500 ;50 ;         7 ; 9255 ;   113501 ; 2514 ;      0.8
Iterada    ;2500 ;50 ;         8 ; 9296 ;   114134 ; 2563 ;      0.8
Iterada    ;2500 ;50 ;         9 ; 9274 ;   113524 ; 2533 ;      0.8
Iterada    ;  31 ;10 ;         0 ;   55 ;    11527 ;  130 ;      0.9
Iterada    ;  31 ;10 ;         1 ;   49 ;    10745 ;  182 ;      0.9
Iterada    ;  31 ;10 ;         2 ;   57 ;    12235 ;  150 ;      0.9
Iterada    ;  31 ;10 ;         3 ;   42 ;     9200 ;  168 ;      0.9
Iterada    ;  31 ;10 ;         4 ;   69 ;    15227 ;  175 ;      0.9
Iterada    ;  31 ;10 ;         5 ;   67 ;    13820 ;  144 ;      0.9
Iterada    ;  31 ;10 ;         6 ;   34 ;     7352 ;  162 ;      0.9
Iterada    ;  31 ;10 ;         7 ;   31 ;     6476 ;  132 ;      0.9
Iterada    ;  31 ;10 ;         8 ;   32 ;     6960 ;  163 ;      0.9
Iterada    ;  31 ;10 ;         9 ;   34 ;     7410 ;  153 ;      0.9
Iterada    ; 100 ;10 ;         0 ;  106 ;    12134 ;  523 ;      0.9
Iterada    ; 100 ;10 ;         1 ;  104 ;    11966 ;  497 ;      0.9
Iterada    ; 100 ;10 ;         2 ;  104 ;    11395 ;  485 ;      0.9
Iterada    ; 100 ;10 ;         3 ;  102 ;    11414 ;  506 ;      0.9
Iterada    ; 100 ;10 ;         4 ;  104 ;    11720 ;  505 ;      0.9
Iterada    ; 100 ;10 ;         5 ;  109 ;    12114 ;  538 ;      0.9
Iterada    ; 100 ;10 ;         6 ;  104 ;    11776 ;  506 ;      0.9
Iterada    ; 100 ;10 ;         7 ;  110 ;    12379 ;  539 ;      0.9
Iterada    ; 100 ;10 ;         8 ;  109 ;    12209 ;  555 ;      0.9
Iterada    ; 100 ;10 ;         9 ;  249 ;    27664 ;  531 ;      0.9
Iterada    ;  89 ;20 ;         0 ;  145 ;    17991 ;  256 ;      0.9
Iterada    ;  89 ;20 ;         1 ;  138 ;    16907 ;  235 ;      0.9
Iterada    ;  89 ;20 ;         2 ;  137 ;    16415 ;  232 ;      0.9
Iterada    ;  89 ;20 ;         3 ;  136 ;    16333 ;  231 ;      0.9
Iterada    ;  89 ;20 ;         4 ;  143 ;    16867 ;  230 ;      0.9
Iterada    ;  89 ;20 ;         5 ;  146 ;    16772 ;  239 ;      0.9
Iterada    ;  89 ;20 ;         6 ;  145 ;    16679 ;  226 ;      0.9
Iterada    ;  89 ;20 ;         7 ;  139 ;    15725 ;  214 ;      0.9
Iterada    ;  89 ;20 ;         8 ;  134 ;    15497 ;  207 ;      0.9
Iterada    ;  89 ;20 ;         9 ;  137 ;    16056 ;  235 ;      0.9
Iterada    ; 400 ;20 ;         0 ;  667 ;    31107 ;  995 ;      0.9
Iterada    ; 400 ;20 ;         1 ;  647 ;    30549 ;  996 ;      0.9
Iterada    ; 400 ;20 ;         2 ;  680 ;    32144 ; 1056 ;      0.9
Iterada    ; 400 ;20 ;         3 ;  661 ;    31278 ; 1015 ;      0.9
Iterada    ; 400 ;20 ;         4 ;  651 ;    30837 ;  987 ;      0.9
Iterada    ; 400 ;20 ;         5 ;  656 ;    30739 ;  980 ;      0.9
Iterada    ; 400 ;20 ;         6 ;  656 ;    30837 ; 1006 ;      0.9
Iterada    ; 400 ;20 ;         7 ;  665 ;    31423 ; 1025 ;      0.9
Iterada    ; 400 ;20 ;         8 ;  673 ;    32145 ; 1053 ;      0.9
Iterada    ; 400 ;20 ;         9 ;  683 ;    32447 ; 1070 ;      0.9
Iterada    ; 353 ;50 ;         0 ; 1023 ;    49562 ;  372 ;      0.9
Iterada    ; 353 ;50 ;         1 ; 1032 ;    50418 ;  385 ;      0.9
Iterada    ; 353 ;50 ;         2 ; 1013 ;    48947 ;  372 ;      0.9
Iterada    ; 353 ;50 ;         3 ; 1005 ;    48656 ;  368 ;      0.9
Iterada    ; 353 ;50 ;         4 ; 1036 ;    49690 ;  378 ;      0.9
Iterada    ; 353 ;50 ;         5 ; 1097 ;    48900 ;  366 ;      0.9
Iterada    ; 353 ;50 ;         6 ; 1202 ;    48681 ;  365 ;      0.9
Iterada    ; 353 ;50 ;         7 ; 1232 ;    49078 ;  366 ;      0.9
Iterada    ; 353 ;50 ;         8 ; 1230 ;    50495 ;  395 ;      0.9
Iterada    ; 353 ;50 ;         9 ; 1163 ;    49579 ;  380 ;      0.9
Iterada    ;2500 ;50 ;         0 ;10140 ;   120691 ; 2529 ;      0.9
Iterada    ;2500 ;50 ;         1 ;10713 ;   118880 ; 2450 ;      0.9
Iterada    ;2500 ;50 ;         2 ;10041 ;   119674 ; 2508 ;      0.9
Iterada    ;2500 ;50 ;         3 ;10119 ;   119788 ; 2497 ;      0.9
Iterada    ;2500 ;50 ;         4 ;10291 ;   120358 ; 2532 ;      0.9
Iterada    ;2500 ;50 ;         5 ;10190 ;   119206 ; 2500 ;      0.9
Iterada    ;2500 ;50 ;         6 ;10145 ;   120382 ; 2511 ;      0.9
Iterada    ;2500 ;50 ;         7 ;10146 ;   119288 ; 2486 ;      0.9
Iterada    ;2500 ;50 ;         8 ;10120 ;   120538 ; 2529 ;      0.9
Iterada    ;2500 ;50 ;         9 ;10029 ;   119189 ; 2473 ;      0.9
